CSFSP80053Index,CSFSubcategoryID,SP80053ControlDetailID
798,DE.CM-7,SI-4 (2)
799,DE.CM-7,SI-4 (20)
800,DE.CM-7,SI-4 (21)
801,DE.CM-7,SI-4 (22)
802,DE.CM-7,SI-4 (23)
803,DE.CM-7,SI-4 (24)
804,DE.CM-7,SI-4 (3)
805,DE.CM-7,SI-4 (4)
806,DE.CM-7,SI-4 (5)
807,DE.CM-7,SI-4 (7)
808,DE.CM-7,SI-4 (9)
809,DE.CM-7,SI-4a.1
810,DE.CM-7,SI-4a.2
811,DE.CM-7,SI-4b
812,DE.CM-7,SI-4c.1
813,DE.CM-7,SI-4c.2
814,DE.CM-7,SI-4d
815,DE.CM-7,SI-4e
816,DE.CM-7,SI-4f
817,DE.CM-7,SI-4g
819,DE.CM-8,RA-5 (1)
820,DE.CM-8,RA-5 (10)
821,DE.CM-8,RA-5 (2)
822,DE.CM-8,RA-5 (3)
823,DE.CM-8,RA-5 (4)
824,DE.CM-8,RA-5 (5)
825,DE.CM-8,RA-5 (6)
826,DE.CM-8,RA-5 (8)
827,DE.CM-8,RA-5a
828,DE.CM-8,RA-5b.1
829,DE.CM-8,RA-5b.2
830,DE.CM-8,RA-5b.3
831,DE.CM-8,RA-5c
832,DE.CM-8,RA-5d
833,DE.CM-8,RA-5e
835,DE.DP-1,CA-2 (1)
836,DE.DP-1,CA-2 (2)
837,DE.DP-1,CA-2 (3)
838,DE.DP-1,CA-2a.1
839,DE.DP-1,CA-2a.2
840,DE.DP-1,CA-2a.3
841,DE.DP-1,CA-2b
842,DE.DP-1,CA-2c
843,DE.DP-1,CA-2d
845,DE.DP-1,CA-7 (1)
846,DE.DP-1,CA-7 (3)
847,DE.DP-1,CA-7a
848,DE.DP-1,CA-7b
849,DE.DP-1,CA-7c
850,DE.DP-1,CA-7d
851,DE.DP-1,CA-7e
852,DE.DP-1,CA-7f
853,DE.DP-1,CA-7g
855,DE.DP-1,PM-14a.1
856,DE.DP-1,PM-14a.2
857,DE.DP-1,PM-14b
858,DE.DP-2,AC-25
860,DE.DP-2,CA-2 (1)
861,DE.DP-2,CA-2 (2)
862,DE.DP-2,CA-2 (3)
863,DE.DP-2,CA-2a.1
864,DE.DP-2,CA-2a.2
865,DE.DP-2,CA-2a.3
866,DE.DP-2,CA-2b
867,DE.DP-2,CA-2c
868,DE.DP-2,CA-2d
870,DE.DP-2,CA-7 (1)
871,DE.DP-2,CA-7 (3)
872,DE.DP-2,CA-7a
873,DE.DP-2,CA-7b
874,DE.DP-2,CA-7c
875,DE.DP-2,CA-7d
876,DE.DP-2,CA-7e
877,DE.DP-2,CA-7f
878,DE.DP-2,CA-7g
880,DE.DP-2,PM-14a.1
881,DE.DP-2,PM-14a.2
882,DE.DP-2,PM-14b
883,DE.DP-2,SA-18
884,DE.DP-2,SA-18 (1)
885,DE.DP-2,SA-18 (2)
887,DE.DP-2,SI-4 (1)
888,DE.DP-2,SI-4 (10)
889,DE.DP-2,SI-4 (11)
890,DE.DP-2,SI-4 (12)
891,DE.DP-2,SI-4 (13)(a)
892,DE.DP-2,SI-4 (13)(b)
893,DE.DP-2,SI-4 (13)(c)
894,DE.DP-2,SI-4 (14)
895,DE.DP-2,SI-4 (15)
896,DE.DP-2,SI-4 (16)
897,DE.DP-2,SI-4 (17)
898,DE.DP-2,SI-4 (18)
899,DE.DP-2,SI-4 (19)
900,DE.DP-2,SI-4 (2)
901,DE.DP-2,SI-4 (20)
902,DE.DP-2,SI-4 (21)
903,DE.DP-2,SI-4 (22)
904,DE.DP-2,SI-4 (23)
905,DE.DP-2,SI-4 (24)
906,DE.DP-2,SI-4 (3)
907,DE.DP-2,SI-4 (4)
908,DE.DP-2,SI-4 (5)
909,DE.DP-2,SI-4 (7)
910,DE.DP-2,SI-4 (9)
911,DE.DP-2,SI-4a.1
912,DE.DP-2,SI-4a.2
913,DE.DP-2,SI-4b
914,DE.DP-2,SI-4c.1
915,DE.DP-2,SI-4c.2
916,DE.DP-2,SI-4d
917,DE.DP-2,SI-4e
918,DE.DP-2,SI-4f
919,DE.DP-2,SI-4g
921,DE.DP-3,CA-2 (1)
922,DE.DP-3,CA-2 (2)
923,DE.DP-3,CA-2 (3)
924,DE.DP-3,CA-2a.1
925,DE.DP-3,CA-2a.2
926,DE.DP-3,CA-2a.3
927,DE.DP-3,CA-2b
928,DE.DP-3,CA-2c
929,DE.DP-3,CA-2d
931,DE.DP-3,CA-7 (1)
932,DE.DP-3,CA-7 (3)
933,DE.DP-3,CA-7a
934,DE.DP-3,CA-7b
935,DE.DP-3,CA-7c
936,DE.DP-3,CA-7d
937,DE.DP-3,CA-7e
938,DE.DP-3,CA-7f
939,DE.DP-3,CA-7g
941,DE.DP-3,PE-3 (1)
942,DE.DP-3,PE-3 (2)
943,DE.DP-3,PE-3 (3)
944,DE.DP-3,PE-3 (4)
945,DE.DP-3,PE-3 (5)
946,DE.DP-3,PE-3 (6)
947,DE.DP-3,PE-3a.1
948,DE.DP-3,PE-3a.2
949,DE.DP-3,PE-3b
950,DE.DP-3,PE-3c
951,DE.DP-3,PE-3d
952,DE.DP-3,PE-3e
953,DE.DP-3,PE-3f
954,DE.DP-3,PE-3g
956,DE.DP-3,PM-14a.1
957,DE.DP-3,PM-14a.2
958,DE.DP-3,PM-14b
960,DE.DP-3,SI-3 (1)
961,DE.DP-3,SI-3 (10)(a)
962,DE.DP-3,SI-3 (10)(b)
963,DE.DP-3,SI-3 (2)
964,DE.DP-3,SI-3 (4)
965,DE.DP-3,SI-3 (6)(a)
966,DE.DP-3,SI-3 (6)(b)
967,DE.DP-3,SI-3 (7)
968,DE.DP-3,SI-3 (8)
969,DE.DP-3,SI-3 (9)
970,DE.DP-3,SI-3a
971,DE.DP-3,SI-3b
972,DE.DP-3,SI-3c.1
973,DE.DP-3,SI-3c.2
974,DE.DP-3,SI-3d
976,DE.DP-3,SI-4 (1)
977,DE.DP-3,SI-4 (10)
978,DE.DP-3,SI-4 (11)
979,DE.DP-3,SI-4 (12)
980,DE.DP-3,SI-4 (13)(a)
981,DE.DP-3,SI-4 (13)(b)
982,DE.DP-3,SI-4 (13)(c)
983,DE.DP-3,SI-4 (14)
984,DE.DP-3,SI-4 (15)
985,DE.DP-3,SI-4 (16)
986,DE.DP-3,SI-4 (17)
987,DE.DP-3,SI-4 (18)
988,DE.DP-3,SI-4 (19)
989,DE.DP-3,SI-4 (2)
990,DE.DP-3,SI-4 (20)
991,DE.DP-3,SI-4 (21)
992,DE.DP-3,SI-4 (22)
993,DE.DP-3,SI-4 (23)
994,DE.DP-3,SI-4 (24)
995,DE.DP-3,SI-4 (3)
996,DE.DP-3,SI-4 (4)
997,DE.DP-3,SI-4 (5)
998,DE.DP-3,SI-4 (7)
999,DE.DP-3,SI-4 (9)
1000,DE.DP-3,SI-4a.1
1001,DE.DP-3,SI-4a.2
1002,DE.DP-3,SI-4b
1003,DE.DP-3,SI-4c.1
1004,DE.DP-3,SI-4c.2
1005,DE.DP-3,SI-4d
1006,DE.DP-3,SI-4e
1007,DE.DP-3,SI-4f
1008,DE.DP-3,SI-4g
1010,DE.DP-4,AU-6 (1)
1011,DE.DP-4,AU-6 (10)
1012,DE.DP-4,AU-6 (3)
1013,DE.DP-4,AU-6 (4)
1014,DE.DP-4,AU-6 (5)
1015,DE.DP-4,AU-6 (6)
1016,DE.DP-4,AU-6 (7)
1017,DE.DP-4,AU-6 (8)
1018,DE.DP-4,AU-6 (9)
1019,DE.DP-4,AU-6a
1020,DE.DP-4,AU-6b
1022,DE.DP-4,CA-2 (1)
1023,DE.DP-4,CA-2 (2)
1024,DE.DP-4,CA-2 (3)
1025,DE.DP-4,CA-2a.1
1026,DE.DP-4,CA-2a.2
1027,DE.DP-4,CA-2a.3
1028,DE.DP-4,CA-2b
1029,DE.DP-4,CA-2c
1030,DE.DP-4,CA-2d
1032,DE.DP-4,CA-7 (1)
1033,DE.DP-4,CA-7 (3)
1034,DE.DP-4,CA-7a
1035,DE.DP-4,CA-7b
1036,DE.DP-4,CA-7c
1037,DE.DP-4,CA-7d
1038,DE.DP-4,CA-7e
1039,DE.DP-4,CA-7f
1040,DE.DP-4,CA-7g
1042,DE.DP-4,RA-5 (1)
1043,DE.DP-4,RA-5 (10)
1044,DE.DP-4,RA-5 (2)
1045,DE.DP-4,RA-5 (3)
1046,DE.DP-4,RA-5 (4)
1047,DE.DP-4,RA-5 (5)
1048,DE.DP-4,RA-5 (6)
1049,DE.DP-4,RA-5 (8)
1050,DE.DP-4,RA-5a
1051,DE.DP-4,RA-5b.1
1052,DE.DP-4,RA-5b.2
1053,DE.DP-4,RA-5b.3
1054,DE.DP-4,RA-5c
1055,DE.DP-4,RA-5d
1056,DE.DP-4,RA-5e
1058,DE.DP-4,SI-4 (1)
1059,DE.DP-4,SI-4 (10)
1060,DE.DP-4,SI-4 (11)
1061,DE.DP-4,SI-4 (12)
1062,DE.DP-4,SI-4 (13)(a)
1063,DE.DP-4,SI-4 (13)(b)
1064,DE.DP-4,SI-4 (13)(c)
1065,DE.DP-4,SI-4 (14)
1066,DE.DP-4,SI-4 (15)
1067,DE.DP-4,SI-4 (16)
1068,DE.DP-4,SI-4 (17)
1069,DE.DP-4,SI-4 (18)
1070,DE.DP-4,SI-4 (19)
1071,DE.DP-4,SI-4 (2)
1072,DE.DP-4,SI-4 (20)
1073,DE.DP-4,SI-4 (21)
1074,DE.DP-4,SI-4 (22)
1075,DE.DP-4,SI-4 (23)
1076,DE.DP-4,SI-4 (24)
1077,DE.DP-4,SI-4 (3)
1078,DE.DP-4,SI-4 (4)
1079,DE.DP-4,SI-4 (5)
1080,DE.DP-4,SI-4 (7)
1081,DE.DP-4,SI-4 (9)
1082,DE.DP-4,SI-4a.1
1083,DE.DP-4,SI-4a.2
1084,DE.DP-4,SI-4b
1085,DE.DP-4,SI-4c.1
1086,DE.DP-4,SI-4c.2
1087,DE.DP-4,SI-4d
1088,DE.DP-4,SI-4e
1089,DE.DP-4,SI-4f
1090,DE.DP-4,SI-4g
1092,DE.DP-5,CA-2 (1)
1093,DE.DP-5,CA-2 (2)
1094,DE.DP-5,CA-2 (3)
1095,DE.DP-5,CA-2a.1
1096,DE.DP-5,CA-2a.2
1097,DE.DP-5,CA-2a.3
1098,DE.DP-5,CA-2b
1099,DE.DP-5,CA-2c
1100,DE.DP-5,CA-2d
1102,DE.DP-5,CA-7 (1)
1103,DE.DP-5,CA-7 (3)
1104,DE.DP-5,CA-7a
1105,DE.DP-5,CA-7b
1106,DE.DP-5,CA-7c
1107,DE.DP-5,CA-7d
1108,DE.DP-5,CA-7e
1109,DE.DP-5,CA-7f
1110,DE.DP-5,CA-7g
1112,DE.DP-5,PL-2 (3)
1113,DE.DP-5,PL-2a
1114,DE.DP-5,PL-2a.1
1115,DE.DP-5,PL-2a.2
1116,DE.DP-5,PL-2a.3
1117,DE.DP-5,PL-2a.4
1118,DE.DP-5,PL-2a.5
1119,DE.DP-5,PL-2a.6
1120,DE.DP-5,PL-2a.7
1121,DE.DP-5,PL-2a.8
1122,DE.DP-5,PL-2a.9
1123,DE.DP-5,PL-2b
1124,DE.DP-5,PL-2c
1125,DE.DP-5,PL-2d
1126,DE.DP-5,PL-2e
1128,DE.DP-5,PM-14a.1
1129,DE.DP-5,PM-14a.2
1130,DE.DP-5,PM-14b
1132,DE.DP-5,RA-5 (1)
1133,DE.DP-5,RA-5 (10)
1134,DE.DP-5,RA-5 (2)
1135,DE.DP-5,RA-5 (3)
1136,DE.DP-5,RA-5 (4)
1137,DE.DP-5,RA-5 (5)
1138,DE.DP-5,RA-5 (6)
1139,DE.DP-5,RA-5 (8)
1140,DE.DP-5,RA-5a
1141,DE.DP-5,RA-5b.1
1142,DE.DP-5,RA-5b.2
1143,DE.DP-5,RA-5b.3
1144,DE.DP-5,RA-5c
1145,DE.DP-5,RA-5d
1146,DE.DP-5,RA-5e
1148,DE.DP-5,SI-4 (1)
1149,DE.DP-5,SI-4 (10)
1150,DE.DP-5,SI-4 (11)
1151,DE.DP-5,SI-4 (12)
1152,DE.DP-5,SI-4 (13)(a)
1153,DE.DP-5,SI-4 (13)(b)
1154,DE.DP-5,SI-4 (13)(c)
1155,DE.DP-5,SI-4 (14)
1156,DE.DP-5,SI-4 (15)
1157,DE.DP-5,SI-4 (16)
1158,DE.DP-5,SI-4 (17)
1159,DE.DP-5,SI-4 (18)
1160,DE.DP-5,SI-4 (19)
1161,DE.DP-5,SI-4 (2)
1162,DE.DP-5,SI-4 (20)
1163,DE.DP-5,SI-4 (21)
1164,DE.DP-5,SI-4 (22)
1165,DE.DP-5,SI-4 (23)
1166,DE.DP-5,SI-4 (24)
1167,DE.DP-5,SI-4 (3)
1168,DE.DP-5,SI-4 (4)
1169,DE.DP-5,SI-4 (5)
1170,DE.DP-5,SI-4 (7)
1171,DE.DP-5,SI-4 (9)
1172,DE.DP-5,SI-4a.1
1173,DE.DP-5,SI-4a.2
1174,DE.DP-5,SI-4b
1175,DE.DP-5,SI-4c.1
1176,DE.DP-5,SI-4c.2
1177,DE.DP-5,SI-4d
1178,DE.DP-5,SI-4e
1179,DE.DP-5,SI-4f
1180,DE.DP-5,SI-4g
1182,ID.AM-1,CM-8 (1)
1183,ID.AM-1,CM-8 (2)
1184,ID.AM-1,CM-8 (3)(a)
1185,ID.AM-1,CM-8 (3)(b)
1186,ID.AM-1,CM-8 (4)
1187,ID.AM-1,CM-8 (5)
1188,ID.AM-1,CM-8 (6)
1189,ID.AM-1,CM-8 (7)
1190,ID.AM-1,CM-8 (8)
1191,ID.AM-1,CM-8 (9)(a)
1192,ID.AM-1,CM-8 (9)(b)
1193,ID.AM-1,CM-8a.1
1194,ID.AM-1,CM-8a.2
1195,ID.AM-1,CM-8a.3
1196,ID.AM-1,CM-8a.4
1197,ID.AM-1,CM-8b
1198,ID.AM-1,PM-5
1200,ID.AM-2,CM-8 (1)
1201,ID.AM-2,CM-8 (2)
1202,ID.AM-2,CM-8 (3)(a)
1203,ID.AM-2,CM-8 (3)(b)
1204,ID.AM-2,CM-8 (4)
1205,ID.AM-2,CM-8 (5)
1206,ID.AM-2,CM-8 (6)
1207,ID.AM-2,CM-8 (7)
1208,ID.AM-2,CM-8 (8)
1209,ID.AM-2,CM-8 (9)(a)
1210,ID.AM-2,CM-8 (9)(b)
1211,ID.AM-2,CM-8a.1
1212,ID.AM-2,CM-8a.2
1213,ID.AM-2,CM-8a.3
1214,ID.AM-2,CM-8a.4
1215,ID.AM-2,CM-8b
1216,ID.AM-2,PM-5
1217,ID.AM-3,AC-4
1218,ID.AM-3,AC-4 (1)
1219,ID.AM-3,AC-4 (10)
1220,ID.AM-3,AC-4 (11)
1221,ID.AM-3,AC-4 (12)
1222,ID.AM-3,AC-4 (13)
1223,ID.AM-3,AC-4 (14)
1224,ID.AM-3,AC-4 (15)
1225,ID.AM-3,AC-4 (17)
1226,ID.AM-3,AC-4 (18)
1227,ID.AM-3,AC-4 (19)
1228,ID.AM-3,AC-4 (2)
1229,ID.AM-3,AC-4 (20)
1230,ID.AM-3,AC-4 (21)
1231,ID.AM-3,AC-4 (22)
1232,ID.AM-3,AC-4 (3)
1233,ID.AM-3,AC-4 (4)
1234,ID.AM-3,AC-4 (5)
1235,ID.AM-3,AC-4 (6)
1236,ID.AM-3,AC-4 (7)
1237,ID.AM-3,AC-4 (8)
1238,ID.AM-3,AC-4 (9)
1240,ID.AM-3,CA-3 (1)
1241,ID.AM-3,CA-3 (2)
1242,ID.AM-3,CA-3 (3)
1243,ID.AM-3,CA-3 (4)
1244,ID.AM-3,CA-3 (5)
1245,ID.AM-3,CA-3a
1246,ID.AM-3,CA-3b
1247,ID.AM-3,CA-3c
1249,ID.AM-3,CA-9 (1)
1250,ID.AM-3,CA-9a
1251,ID.AM-3,CA-9b
1252,ID.AM-3,PL-8 (1)(a)
1253,ID.AM-3,PL-8 (1)(b)
1254,ID.AM-3,PL-8 (2)
1255,ID.AM-3,PL-8a.1
1256,ID.AM-3,PL-8a.2
1257,ID.AM-3,PL-8a.3
1258,ID.AM-3,PL-8b
1259,ID.AM-3,PL-8c
1261,ID.AM-4,AC-20 (1)(a)
1262,ID.AM-4,AC-20 (1)(b)
1263,ID.AM-4,AC-20 (2)
1264,ID.AM-4,AC-20 (3)
1265,ID.AM-4,AC-20 (4)
1266,ID.AM-4,AC-20a.
1267,ID.AM-4,AC-20b.
1269,ID.AM-4,SA-9 (1)(a)
1270,ID.AM-4,SA-9 (1)(b)
1271,ID.AM-4,SA-9 (2)
1272,ID.AM-4,SA-9 (3)
1273,ID.AM-4,SA-9 (4)
1274,ID.AM-4,SA-9 (5)
1275,ID.AM-4,SA-9a
1276,ID.AM-4,SA-9b
1277,ID.AM-4,SA-9c
1279,ID.AM-5,CP-2 (1)
1280,ID.AM-5,CP-2 (2)
1281,ID.AM-5,CP-2 (3)
1282,ID.AM-5,CP-2 (4)
1283,ID.AM-5,CP-2 (5)
1284,ID.AM-5,CP-2 (6)
1285,ID.AM-5,CP-2 (7)
1286,ID.AM-5,CP-2 (8)
1287,ID.AM-5,CP-2a.1
1288,ID.AM-5,CP-2a.2
1289,ID.AM-5,CP-2a.3
1290,ID.AM-5,CP-2a.4
1291,ID.AM-5,CP-2a.5
1292,ID.AM-5,CP-2a.6
1293,ID.AM-5,CP-2b
1294,ID.AM-5,CP-2c
1295,ID.AM-5,CP-2d
1296,ID.AM-5,CP-2e
1297,ID.AM-5,CP-2f
1298,ID.AM-5,CP-2g
1300,ID.AM-5,RA-2a
1301,ID.AM-5,RA-2b
1302,ID.AM-5,RA-2c
1303,ID.AM-5,SA-14
1304,ID.AM-5,SC-6
1306,ID.AM-6,CP-2 (1)
1307,ID.AM-6,CP-2 (2)
1308,ID.AM-6,CP-2 (3)
1309,ID.AM-6,CP-2 (4)
1310,ID.AM-6,CP-2 (5)
1311,ID.AM-6,CP-2 (6)
1312,ID.AM-6,CP-2 (7)
1313,ID.AM-6,CP-2 (8)
1314,ID.AM-6,CP-2a.1
1315,ID.AM-6,CP-2a.2
1316,ID.AM-6,CP-2a.3
1317,ID.AM-6,CP-2a.4
1318,ID.AM-6,CP-2a.5
1319,ID.AM-6,CP-2a.6
1320,ID.AM-6,CP-2b
1321,ID.AM-6,CP-2c
1322,ID.AM-6,CP-2d
1323,ID.AM-6,CP-2e
1324,ID.AM-6,CP-2f
1325,ID.AM-6,CP-2g
1327,ID.AM-6,PM-11a
1328,ID.AM-6,PM-11b
1330,ID.AM-6,PS-7a
1331,ID.AM-6,PS-7b
1332,ID.AM-6,PS-7c
1333,ID.AM-6,PS-7d
1334,ID.AM-6,PS-7e
1336,ID.BE-1,CP-2 (1)
1337,ID.BE-1,CP-2 (2)
1338,ID.BE-1,CP-2 (3)
1339,ID.BE-1,CP-2 (4)
1340,ID.BE-1,CP-2 (5)
1341,ID.BE-1,CP-2 (6)
1342,ID.BE-1,CP-2 (7)
1343,ID.BE-1,CP-2 (8)
1344,ID.BE-1,CP-2a.1
1345,ID.BE-1,CP-2a.2
1346,ID.BE-1,CP-2a.3
1347,ID.BE-1,CP-2a.4
1348,ID.BE-1,CP-2a.5
1349,ID.BE-1,CP-2a.6
1350,ID.BE-1,CP-2b
1351,ID.BE-1,CP-2c
1352,ID.BE-1,CP-2d
1353,ID.BE-1,CP-2e
1354,ID.BE-1,CP-2f
1355,ID.BE-1,CP-2g
1356,ID.BE-1,SA-12
1357,ID.BE-1,SA-12 (1)
1358,ID.BE-1,SA-12 (10)
1359,ID.BE-1,SA-12 (11)
1360,ID.BE-1,SA-12 (12)
1361,ID.BE-1,SA-12 (13)
1362,ID.BE-1,SA-12 (14)
1363,ID.BE-1,SA-12 (15)
1364,ID.BE-1,SA-12 (2)
1365,ID.BE-1,SA-12 (5)
1366,ID.BE-1,SA-12 (7)
1367,ID.BE-1,SA-12 (8)
1368,ID.BE-1,SA-12 (9)
1369,ID.BE-2,PM-8
1371,ID.BE-3,PM-11a
1372,ID.BE-3,PM-11b
1373,ID.BE-3,SA-14
1374,ID.BE-4,CP-8
1375,ID.BE-4,CP-8 (1)(a)
1376,ID.BE-4,CP-8 (1)(b)
1377,ID.BE-4,CP-8 (2)
1378,ID.BE-4,CP-8 (3)
1379,ID.BE-4,CP-8 (4)(a)
1380,ID.BE-4,CP-8 (4)(b)
1381,ID.BE-4,CP-8 (4)(c)
1382,ID.BE-4,CP-8 (5)
1383,ID.BE-4,PE-11
1384,ID.BE-4,PE-11 (1)
1385,ID.BE-4,PE-11 (2)(a)
1386,ID.BE-4,PE-11 (2)(b)
1387,ID.BE-4,PE-11 (2)(c)
1388,ID.BE-4,PE-9
1389,ID.BE-4,PE-9 (1)
1390,ID.BE-4,PE-9 (2)
1391,ID.BE-4,PM-8
1392,ID.BE-4,SA-14
1393,ID.BE-5,CP-11
1395,ID.BE-5,CP-2 (1)
1396,ID.BE-5,CP-2 (2)
1397,ID.BE-5,CP-2 (3)
1398,ID.BE-5,CP-2 (4)
1399,ID.BE-5,CP-2 (5)
1400,ID.BE-5,CP-2 (6)
1401,ID.BE-5,CP-2 (7)
1402,ID.BE-5,CP-2 (8)
1403,ID.BE-5,CP-2a.1
1404,ID.BE-5,CP-2a.2
1405,ID.BE-5,CP-2a.3
1406,ID.BE-5,CP-2a.4
1407,ID.BE-5,CP-2a.5
1408,ID.BE-5,CP-2a.6
1409,ID.BE-5,CP-2b
1410,ID.BE-5,CP-2c
1411,ID.BE-5,CP-2d
1412,ID.BE-5,CP-2e
1413,ID.BE-5,CP-2f
1414,ID.BE-5,CP-2g
1416,ID.BE-5,SA-13a
1417,ID.BE-5,SA-13b
1418,ID.BE-5,SA-14
1420,ID.GV-1,AC-1.a.1.
1421,ID.GV-1,AC-1.a.2.
1422,ID.GV-1,AC-1.b.1.
1423,ID.GV-1,AC-1.b.2.
1425,ID.GV-1,AT-1a.1
1426,ID.GV-1,AT-1a.2
1427,ID.GV-1,AT-1b.1
1428,ID.GV-1,AT-1b.2
1431,ID.GV-1,CA-1a.1
1432,ID.GV-1,CA-1a.2
1433,ID.GV-1,CA-1b.1
1434,ID.GV-1,CA-1b.2
1438,ID.GV-1,IA-1a.1
1439,ID.GV-1,IA-1a.2
1440,ID.GV-1,IA-1b.1
1441,ID.GV-1,IA-1b.2
1443,ID.GV-1,IR-1a.1
1444,ID.GV-1,IR-1a.2
1445,ID.GV-1,IR-1b.1
1446,ID.GV-1,IR-1b.2
1448,ID.GV-1,MA-1a.1
1449,ID.GV-1,MA-1a.2
1450,ID.GV-1,MA-1b.1
1451,ID.GV-1,MA-1b.2
1453,ID.GV-1,MP-1a.1
1454,ID.GV-1,MP-1a.2
1455,ID.GV-1,MP-1b.1
1456,ID.GV-1,MP-1b.2
1458,ID.GV-1,PE-1a.1
1459,ID.GV-1,PE-1a.2
1460,ID.GV-1,PE-1b.1
1461,ID.GV-1,PE-1b.2
1463,ID.GV-1,PL-1a.1
1464,ID.GV-1,PL-1a.2
1465,ID.GV-1,PL-1b.1
1466,ID.GV-1,PL-1b.2
1468,ID.GV-1,PM-1a.1
1469,ID.GV-1,PM-1a.2
1470,ID.GV-1,PM-1a.3
1471,ID.GV-1,PM-1a.4
1472,ID.GV-1,PM-1b
1473,ID.GV-1,PM-1c
1474,ID.GV-1,PM-1d
1476,ID.GV-1,PS-1a.1
1477,ID.GV-1,PS-1a.2
1478,ID.GV-1,PS-1b.1
1479,ID.GV-1,PS-1b.2
1481,ID.GV-1,RA-1a.1
1482,ID.GV-1,RA-1a.2
1483,ID.GV-1,RA-1b.1
1484,ID.GV-1,RA-1b.2
1486,ID.GV-1,SA-1a.1
1487,ID.GV-1,SA-1a.2
1488,ID.GV-1,SA-1b.1
1489,ID.GV-1,SA-1b.2
1491,ID.GV-1,SC-1a.1
1492,ID.GV-1,SC-1a.2
1493,ID.GV-1,SC-1b.1
1494,ID.GV-1,SC-1b.2
1496,ID.GV-1,SI-1a.1
1497,ID.GV-1,SI-1a.2
1498,ID.GV-1,SI-1b.1
1499,ID.GV-1,SI-1b.2
1501,ID.GV-2,PM-1a.1
1502,ID.GV-2,PM-1a.2
1503,ID.GV-2,PM-1a.3
1504,ID.GV-2,PM-1a.4
1505,ID.GV-2,PM-1b
1506,ID.GV-2,PM-1c
1507,ID.GV-2,PM-1d
1508,ID.GV-2,PM-2
1510,ID.GV-2,PS-7a
1511,ID.GV-2,PS-7b
1512,ID.GV-2,PS-7c
1513,ID.GV-2,PS-7d
1514,ID.GV-2,PS-7e
1516,ID.GV-3,AC-1.a.1.
1517,ID.GV-3,AC-1.a.2.
1518,ID.GV-3,AC-1.b.1.
1519,ID.GV-3,AC-1.b.2.
1521,ID.GV-3,AT-1a.1
1522,ID.GV-3,AT-1a.2
1523,ID.GV-3,AT-1b.1
1524,ID.GV-3,AT-1b.2
1527,ID.GV-3,CA-1a.1
1528,ID.GV-3,CA-1a.2
1529,ID.GV-3,CA-1b.1
1530,ID.GV-3,CA-1b.2
1534,ID.GV-3,IA-1a.1
1535,ID.GV-3,IA-1a.2
1536,ID.GV-3,IA-1b.1
1537,ID.GV-3,IA-1b.2
1539,ID.GV-3,IR-1a.1
1540,ID.GV-3,IR-1a.2
1541,ID.GV-3,IR-1b.1
1542,ID.GV-3,IR-1b.2
1544,ID.GV-3,MA-1a.1
1545,ID.GV-3,MA-1a.2
1546,ID.GV-3,MA-1b.1
1547,ID.GV-3,MA-1b.2
1549,ID.GV-3,MP-1a.1
1550,ID.GV-3,MP-1a.2
1551,ID.GV-3,MP-1b.1
1552,ID.GV-3,MP-1b.2
1554,ID.GV-3,PE-1a.1
1555,ID.GV-3,PE-1a.2
1556,ID.GV-3,PE-1b.1
1557,ID.GV-3,PE-1b.2
1559,ID.GV-3,PL-1a.1
1560,ID.GV-3,PL-1a.2
1561,ID.GV-3,PL-1b.1
1562,ID.GV-3,PL-1b.2
1564,ID.GV-3,PM-1a.1
1565,ID.GV-3,PM-1a.2
1566,ID.GV-3,PM-1a.3
1567,ID.GV-3,PM-1a.4
1568,ID.GV-3,PM-1b
1569,ID.GV-3,PM-1c
1570,ID.GV-3,PM-1d
1572,ID.GV-3,PS-1a.1
1573,ID.GV-3,PS-1a.2
1574,ID.GV-3,PS-1b.1
1575,ID.GV-3,PS-1b.2
1577,ID.GV-3,RA-1a.1
1578,ID.GV-3,RA-1a.2
1579,ID.GV-3,RA-1b.1
1580,ID.GV-3,RA-1b.2
1582,ID.GV-3,SA-1a.1
1583,ID.GV-3,SA-1a.2
1584,ID.GV-3,SA-1b.1
1585,ID.GV-3,SA-1b.2
1587,ID.GV-3,SC-1a.1
1588,ID.GV-3,SC-1a.2
1589,ID.GV-3,SC-1b.1
1590,ID.GV-3,SC-1b.2
1592,ID.GV-3,SI-1a.1
1593,ID.GV-3,SI-1a.2
1594,ID.GV-3,SI-1b.1
1595,ID.GV-3,SI-1b.2
1597,ID.GV-4,PM-10a
1598,ID.GV-4,PM-10b
1599,ID.GV-4,PM-10c
1601,ID.GV-4,PM-11a
1602,ID.GV-4,PM-11b
1604,ID.GV-4,PM-3a
1605,ID.GV-4,PM-3b
1606,ID.GV-4,PM-3c
1607,ID.GV-4,PM-7
1609,ID.GV-4,PM-9a
1610,ID.GV-4,PM-9b
1611,ID.GV-4,PM-9c
1614,ID.RA-1,CA-2 (1)
1615,ID.RA-1,CA-2 (2)
1616,ID.RA-1,CA-2 (3)
1617,ID.RA-1,CA-2a.1
1618,ID.RA-1,CA-2a.2
1619,ID.RA-1,CA-2a.3
1620,ID.RA-1,CA-2b
1621,ID.RA-1,CA-2c
1622,ID.RA-1,CA-2d
1624,ID.RA-1,CA-7 (1)
1625,ID.RA-1,CA-7 (3)
1626,ID.RA-1,CA-7a
