CSFSP80053Index,CSFID,CSFSubcategoryIndex,SP88053ID,SP80053ControlDetailIndex
1714,ID.RA-1,96,SI-4 (3),1411
1715,ID.RA-1,96,SI-4 (4),1412
1716,ID.RA-1,96,SI-4 (5),1413
1717,ID.RA-1,96,SI-4 (7),1414
1718,ID.RA-1,96,SI-4 (9),1415
1719,ID.RA-1,96,SI-4a.1,1416
1720,ID.RA-1,96,SI-4a.2,1417
1721,ID.RA-1,96,SI-4b,1418
1722,ID.RA-1,96,SI-4c.1,1419
1723,ID.RA-1,96,SI-4c.2,1420
1724,ID.RA-1,96,SI-4d,1421
1725,ID.RA-1,96,SI-4e,1422
1726,ID.RA-1,96,SI-4f,1423
1727,ID.RA-1,96,SI-4g,1424
1728,ID.RA-1,96,SI-5,1425
1729,ID.RA-1,96,SI-5 (1),1426
1730,ID.RA-1,96,SI-5a,1427
1731,ID.RA-1,96,SI-5b,1428
1732,ID.RA-1,96,SI-5c,1429
1733,ID.RA-1,96,SI-5d,1430
1734,ID.RA-2,97,PM-15,910
1735,ID.RA-2,97,PM-15a,911
1736,ID.RA-2,97,PM-15b,912
1737,ID.RA-2,97,PM-15c,913
1738,ID.RA-2,97,PM-16,914
1739,ID.RA-2,97,SI-5,1425
1740,ID.RA-2,97,SI-5 (1),1426
1741,ID.RA-2,97,SI-5a,1427
1742,ID.RA-2,97,SI-5b,1428
1743,ID.RA-2,97,SI-5c,1429
1744,ID.RA-2,97,SI-5d,1430
1745,ID.RA-3,98,PM-12,904
1746,ID.RA-3,98,PM-16,914
1747,ID.RA-3,98,RA-3,999
1748,ID.RA-3,98,RA-3a,1000
1749,ID.RA-3,98,RA-3b,1001
1750,ID.RA-3,98,RA-3c,1002
1751,ID.RA-3,98,RA-3d,1003
1752,ID.RA-3,98,RA-3e,1004
1753,ID.RA-3,98,SI-5,1425
1754,ID.RA-3,98,SI-5 (1),1426
1755,ID.RA-3,98,SI-5a,1427
1756,ID.RA-3,98,SI-5b,1428
1757,ID.RA-3,98,SI-5c,1429
1758,ID.RA-3,98,SI-5d,1430
1759,ID.RA-4,93,PM-11,901
1760,ID.RA-4,93,PM-11a,902
1761,ID.RA-4,93,PM-11b,903
1762,ID.RA-4,93,PM-9,936
1763,ID.RA-4,93,PM-9a,937
1764,ID.RA-4,93,PM-9b,938
1765,ID.RA-4,93,PM-9c,939
1766,ID.RA-4,93,RA-2,995
1767,ID.RA-4,93,RA-2a,996
1768,ID.RA-4,93,RA-2b,997
1769,ID.RA-4,93,RA-2c,998
1770,ID.RA-4,93,RA-3,999
1771,ID.RA-4,93,RA-3a,1000
1772,ID.RA-4,93,RA-3b,1001
1773,ID.RA-4,93,RA-3c,1002
1774,ID.RA-4,93,RA-3d,1003
1775,ID.RA-4,93,RA-3e,1004
1776,ID.RA-4,93,SA-14,1066
1777,ID.RA-5,94,PM-16,914
1778,ID.RA-5,94,RA-2,995
1779,ID.RA-5,94,RA-2a,996
1780,ID.RA-5,94,RA-2b,997
1781,ID.RA-5,94,RA-2c,998
1782,ID.RA-5,94,RA-3,999
1783,ID.RA-5,94,RA-3a,1000
1784,ID.RA-5,94,RA-3b,1001
1785,ID.RA-5,94,RA-3c,1002
1786,ID.RA-5,94,RA-3d,1003
1787,ID.RA-5,94,RA-3e,1004
1788,ID.RA-6,95,PM-4,927
1789,ID.RA-6,95,PM-4a.1,928
1790,ID.RA-6,95,PM-4a.2,929
1791,ID.RA-6,95,PM-4a.3,930
1792,ID.RA-6,95,PM-4b,931
1793,ID.RA-6,95,PM-9,936
1794,ID.RA-6,95,PM-9a,937
1795,ID.RA-6,95,PM-9b,938
1796,ID.RA-6,95,PM-9c,939
1797,ID.RM-1,99,PM-9,936
1798,ID.RM-1,99,PM-9a,937
1799,ID.RM-1,99,PM-9b,938
1800,ID.RM-1,99,PM-9c,939
1801,ID.RM-2,100,PM-9,936
1802,ID.RM-2,100,PM-9a,937
1803,ID.RM-2,100,PM-9b,938
1804,ID.RM-2,100,PM-9c,939
1805,ID.RM-3,101,PM-11,901
1806,ID.RM-3,101,PM-11a,902
1807,ID.RM-3,101,PM-11b,903
1808,ID.RM-3,101,PM-8,935
1809,ID.RM-3,101,PM-9,936
1810,ID.RM-3,101,PM-9a,937
1811,ID.RM-3,101,PM-9b,938
1812,ID.RM-3,101,PM-9c,939
1813,ID.RM-3,101,SA-14,1066
1814,ID.SC-1,104,PM-9,936
1815,ID.SC-1,104,PM-9a,937
1816,ID.SC-1,104,PM-9b,938
1817,ID.SC-1,104,PM-9c,939
1818,ID.SC-1,104,SA-12,1050
1819,ID.SC-1,104,SA-12 (1),1051
1820,ID.SC-1,104,SA-12 (10),1052
1821,ID.SC-1,104,SA-12 (11),1053
1822,ID.SC-1,104,SA-12 (12),1054
1823,ID.SC-1,104,SA-12 (13),1055
1824,ID.SC-1,104,SA-12 (14),1056
1825,ID.SC-1,104,SA-12 (15),1057
1826,ID.SC-1,104,SA-12 (2),1058
1827,ID.SC-1,104,SA-12 (5),1059
1828,ID.SC-1,104,SA-12 (7),1060
1829,ID.SC-1,104,SA-12 (8),1061
1830,ID.SC-1,104,SA-12 (9),1062
1831,ID.SC-1,104,SA-9,1177
1832,ID.SC-1,104,SA-9 (1)(a),1178
1833,ID.SC-1,104,SA-9 (1)(b),1179
1834,ID.SC-1,104,SA-9 (2),1180
1835,ID.SC-1,104,SA-9 (3),1181
1836,ID.SC-1,104,SA-9 (4),1182
1837,ID.SC-1,104,SA-9 (5),1183
1838,ID.SC-2,105,PM-9,936
1839,ID.SC-2,105,PM-9a,937
1840,ID.SC-2,105,PM-9b,938
1841,ID.SC-2,105,PM-9c,939
1842,ID.SC-2,105,RA-2,995
1843,ID.SC-2,105,RA-2a,996
1844,ID.SC-2,105,RA-2b,997
1845,ID.SC-2,105,RA-2c,998
1846,ID.SC-2,105,RA-3,999
1847,ID.SC-2,105,RA-3a,1000
1848,ID.SC-2,105,RA-3b,1001
1849,ID.SC-2,105,RA-3c,1002
1850,ID.SC-2,105,RA-3d,1003
1851,ID.SC-2,105,RA-3e,1004
1852,ID.SC-2,105,SA-12,1050
1853,ID.SC-2,105,SA-12 (1),1051
1854,ID.SC-2,105,SA-12 (10),1052
1855,ID.SC-2,105,SA-12 (11),1053
1856,ID.SC-2,105,SA-12 (12),1054
1857,ID.SC-2,105,SA-12 (13),1055
1858,ID.SC-2,105,SA-12 (14),1056
1859,ID.SC-2,105,SA-12 (15),1057
1860,ID.SC-2,105,SA-12 (2),1058
1861,ID.SC-2,105,SA-12 (5),1059
1862,ID.SC-2,105,SA-12 (7),1060
1863,ID.SC-2,105,SA-12 (8),1061
1864,ID.SC-2,105,SA-12 (9),1062
1865,ID.SC-2,105,SA-14,1066
1866,ID.SC-2,105,SA-15,1067
1867,ID.SC-2,105,SA-15 (1)(a),1068
1868,ID.SC-2,105,SA-15 (1)(b),1069
1869,ID.SC-2,105,SA-15 (10),1070
1870,ID.SC-2,105,SA-15 (11),1071
1871,ID.SC-2,105,SA-15 (2),1072
1872,ID.SC-2,105,SA-15 (3),1073
1873,ID.SC-2,105,SA-15 (4),1074
1874,ID.SC-2,105,SA-15 (4)(a),1075
1875,ID.SC-2,105,SA-15 (4)(b),1076
1876,ID.SC-2,105,SA-15 (4)(c),1077
1877,ID.SC-2,105,SA-15 (5),1078
1878,ID.SC-2,105,SA-15 (6),1079
1879,ID.SC-2,105,SA-15 (7)(a),1080
1880,ID.SC-2,105,SA-15 (7)(b),1081
1881,ID.SC-2,105,SA-15 (7)(c),1082
1882,ID.SC-2,105,SA-15 (7)(d),1083
1883,ID.SC-2,105,SA-15 (8),1084
1884,ID.SC-2,105,SA-15 (9),1085
1885,ID.SC-2,105,SA-15a.1,1086
1886,ID.SC-2,105,SA-15a.2,1087
1887,ID.SC-2,105,SA-15a.3,1088
1888,ID.SC-2,105,SA-15a.4,1089
1889,ID.SC-2,105,SA-15b,1090
1890,ID.SC-3,106,PM-9,936
1891,ID.SC-3,106,PM-9a,937
1892,ID.SC-3,106,PM-9b,938
1893,ID.SC-3,106,PM-9c,939
1894,ID.SC-3,106,SA-11,1035
1895,ID.SC-3,106,SA-11 (1),1036
1896,ID.SC-3,106,SA-11 (2),1037
1897,ID.SC-3,106,SA-11 (3)(a),1038
1898,ID.SC-3,106,SA-11 (3)(b),1039
1899,ID.SC-3,106,SA-11 (4),1040
1900,ID.SC-3,106,SA-11 (5),1041
1901,ID.SC-3,106,SA-11 (6),1042
1902,ID.SC-3,106,SA-11 (7),1043
1903,ID.SC-3,106,SA-11 (8),1044
1904,ID.SC-3,106,SA-11a,1045
1905,ID.SC-3,106,SA-11b,1046
1906,ID.SC-3,106,SA-11c,1047
1907,ID.SC-3,106,SA-11d,1048
1908,ID.SC-3,106,SA-11e,1049
1909,ID.SC-3,106,SA-12,1050
1910,ID.SC-3,106,SA-12 (1),1051
1911,ID.SC-3,106,SA-12 (10),1052
1912,ID.SC-3,106,SA-12 (11),1053
1913,ID.SC-3,106,SA-12 (12),1054
1914,ID.SC-3,106,SA-12 (13),1055
1915,ID.SC-3,106,SA-12 (14),1056
1916,ID.SC-3,106,SA-12 (15),1057
1917,ID.SC-3,106,SA-12 (2),1058
1918,ID.SC-3,106,SA-12 (5),1059
1919,ID.SC-3,106,SA-12 (7),1060
1920,ID.SC-3,106,SA-12 (8),1061
1921,ID.SC-3,106,SA-12 (9),1062
1922,ID.SC-3,106,SA-9,1177
1923,ID.SC-3,106,SA-9 (1)(a),1178
1924,ID.SC-3,106,SA-9 (1)(b),1179
1925,ID.SC-3,106,SA-9 (2),1180
1926,ID.SC-3,106,SA-9 (3),1181
1927,ID.SC-3,106,SA-9 (4),1182
1928,ID.SC-3,106,SA-9 (5),1183
1929,ID.SC-3,106,SA-9a,1184
1930,ID.SC-3,106,SA-9b,1185
1931,ID.SC-3,106,SA-9c,1186
1932,ID.SC-4,107,AU-12,223
1933,ID.SC-4,107,AU-12 (1),224
1934,ID.SC-4,107,AU-12 (2),225
1935,ID.SC-4,107,AU-12 (3),226
1936,ID.SC-4,107,AU-12a,227
1937,ID.SC-4,107,AU-12b,228
1938,ID.SC-4,107,AU-12c,229
1939,ID.SC-4,107,AU-16,238
1940,ID.SC-4,107,AU-16 (1),239
1941,ID.SC-4,107,AU-16 (2),240
1942,ID.SC-4,107,AU-2,245
1943,ID.SC-4,107,AU-2 (3),246
1944,ID.SC-4,107,AU-2a,247
1945,ID.SC-4,107,AU-2b,248
1946,ID.SC-4,107,AU-2c,249
1947,ID.SC-4,107,AU-2d,250
1948,ID.SC-4,107,AU-6,263
1949,ID.SC-4,107,AU-6 (1),264
1950,ID.SC-4,107,AU-6 (10),265
1951,ID.SC-4,107,AU-6 (3),266
1952,ID.SC-4,107,AU-6 (4),267
1953,ID.SC-4,107,AU-6 (5),268
1954,ID.SC-4,107,AU-6 (6),269
1955,ID.SC-4,107,AU-6 (7),270
1956,ID.SC-4,107,AU-6 (8),271
1957,ID.SC-4,107,AU-6 (9),272
1958,ID.SC-4,107,AU-6a,273
1959,ID.SC-4,107,AU-6b,274
1960,ID.SC-4,107,PS-7,981
1961,ID.SC-4,107,PS-7a,982
1962,ID.SC-4,107,PS-7b,983
1963,ID.SC-4,107,PS-7c,984
1964,ID.SC-4,107,PS-7d,985
1965,ID.SC-4,107,PS-7e,986
1966,ID.SC-4,107,SA-12,1050
1967,ID.SC-4,107,SA-12 (1),1051
1968,ID.SC-4,107,SA-12 (10),1052
1969,ID.SC-4,107,SA-12 (11),1053
1970,ID.SC-4,107,SA-12 (12),1054
1971,ID.SC-4,107,SA-12 (13),1055
1972,ID.SC-4,107,SA-12 (14),1056
1973,ID.SC-4,107,SA-12 (15),1057
1974,ID.SC-4,107,SA-12 (2),1058
1975,ID.SC-4,107,SA-12 (5),1059
1976,ID.SC-4,107,SA-12 (7),1060
1977,ID.SC-4,107,SA-12 (8),1061
1978,ID.SC-4,107,SA-12 (9),1062
1979,ID.SC-4,107,SA-9,1177
1980,ID.SC-4,107,SA-9 (1)(a),1178
1981,ID.SC-4,107,SA-9 (1)(b),1179
1982,ID.SC-4,107,SA-9 (2),1180
1983,ID.SC-4,107,SA-9 (3),1181
1984,ID.SC-4,107,SA-9 (4),1182
1985,ID.SC-4,107,SA-9 (5),1183
1986,ID.SC-4,107,SA-9a,1184
1987,ID.SC-4,107,SA-9b,1185
1988,ID.SC-4,107,SA-9c,1186
1989,ID.SC-5,108,CP-2,453
1990,ID.SC-5,108,CP-2 (1),454
1991,ID.SC-5,108,CP-2 (2),455
1992,ID.SC-5,108,CP-2 (3),456
1993,ID.SC-5,108,CP-2 (4),457
1994,ID.SC-5,108,CP-2 (5),458
1995,ID.SC-5,108,CP-2 (6),459
1996,ID.SC-5,108,CP-2 (7),460
1997,ID.SC-5,108,CP-2 (8),461
1998,ID.SC-5,108,CP-2a.1,462
1999,ID.SC-5,108,CP-2a.2,463
2000,ID.SC-5,108,CP-2a.3,464
2001,ID.SC-5,108,CP-2a.4,465
2002,ID.SC-5,108,CP-2a.5,466
2003,ID.SC-5,108,CP-2a.6,467
2004,ID.SC-5,108,CP-2b,468
2005,ID.SC-5,108,CP-2c,469
2006,ID.SC-5,108,CP-2d,470
2007,ID.SC-5,108,CP-2e,471
2008,ID.SC-5,108,CP-2f,472
2009,ID.SC-5,108,CP-2g,473
2010,ID.SC-5,108,CP-4,480
2011,ID.SC-5,108,CP-4 (1),481
2012,ID.SC-5,108,CP-4 (2),482
2013,ID.SC-5,108,CP-4 (2)(a),483
2014,ID.SC-5,108,CP-4 (2)(b),484
2015,ID.SC-5,108,CP-4 (3),485
2016,ID.SC-5,108,CP-4 (4),486
2017,ID.SC-5,108,CP-4a,487
2018,ID.SC-5,108,CP-4b,488
2019,ID.SC-5,108,CP-4c,489
2020,ID.SC-5,108,IR-3,621
2021,ID.SC-5,108,IR-3 (1),622
2022,ID.SC-5,108,IR-3 (2),623
2023,ID.SC-5,108,IR-4,624
2024,ID.SC-5,108,IR-4 (1),625
2025,ID.SC-5,108,IR-4 (10),626
2026,ID.SC-5,108,IR-4 (2),627
2027,ID.SC-5,108,IR-4 (3),628
2028,ID.SC-5,108,IR-4 (4),629
2029,ID.SC-5,108,IR-4 (5),630
2030,ID.SC-5,108,IR-4 (6),631
2031,ID.SC-5,108,IR-4 (7),632
2032,ID.SC-5,108,IR-4 (8),633
2033,ID.SC-5,108,IR-4 (9),634
2034,ID.SC-5,108,IR-4a,635
2035,ID.SC-5,108,IR-4b,636
2036,ID.SC-5,108,IR-4c,637
2037,ID.SC-5,108,IR-6,640
2038,ID.SC-5,108,IR-6 (1),641
2039,ID.SC-5,108,IR-6 (2),642
2040,ID.SC-5,108,IR-6 (3),643
2041,ID.SC-5,108,IR-6a,644
2042,ID.SC-5,108,IR-6b,645
2043,ID.SC-5,108,IR-8,650
2044,ID.SC-5,108,IR-8a.1,651
2045,ID.SC-5,108,IR-8a.2,652
2046,ID.SC-5,108,IR-8a.3,653
2047,ID.SC-5,108,IR-8a.4,654
2048,ID.SC-5,108,IR-8a.5,655
2049,ID.SC-5,108,IR-8a.6,656
2050,ID.SC-5,108,IR-8a.7,657
2051,ID.SC-5,108,IR-8a.8,658
2052,ID.SC-5,108,IR-8b,659
2053,ID.SC-5,108,IR-8c,660
2054,ID.SC-5,108,IR-8d,661
2055,ID.SC-5,108,IR-8e,662
2056,ID.SC-5,108,IR-8f,663
2057,ID.SC-5,108,IR-9,664
2058,ID.SC-5,108,IR-9 (1),665
2059,ID.SC-5,108,IR-9 (2),666
2060,ID.SC-5,108,IR-9 (3),667
2061,ID.SC-5,108,IR-9 (4),668
2062,ID.SC-5,108,IR-9a,669
2063,ID.SC-5,108,IR-9b,670
2064,ID.SC-5,108,IR-9c,671
2065,ID.SC-5,108,IR-9d,672
2066,ID.SC-5,108,IR-9e,673
2067,ID.SC-5,108,IR-9f,674
2068,PR.AC-1,1,AC-1,1
2069,PR.AC-1,1,AC-1.a.1,2
2070,PR.AC-1,1,AC-1.a.2,3
2071,PR.AC-1,1,AC-1.b.1,4
2072,PR.AC-1,1,AC-1.b.2,5
2073,PR.AC-1,1,AC-2,59
2074,PR.AC-1,1,AC-2 (1),60
2075,PR.AC-1,1,AC-2 (10),61
2076,PR.AC-1,1,AC-2 (11),62
2077,PR.AC-1,1,AC-2 (12)(a),63
2078,PR.AC-1,1,AC-2 (12)(b),64
2079,PR.AC-1,1,AC-2 (13),65
2080,PR.AC-1,1,AC-2 (2),66
2081,PR.AC-1,1,AC-2 (3),67
2082,PR.AC-1,1,AC-2 (4),68
2083,PR.AC-1,1,AC-2 (5),69
2084,PR.AC-1,1,AC-2 (6),70
2085,PR.AC-1,1,AC-2 (7)(a),71
2086,PR.AC-1,1,AC-2 (7)(b),72
2087,PR.AC-1,1,AC-2 (7)(c),73
2088,PR.AC-1,1,AC-2 (8),74
2089,PR.AC-1,1,AC-2 (9),75
2090,PR.AC-1,1,IA-1,525
2091,PR.AC-1,1,IA-10,526
2092,PR.AC-1,1,IA-11,527
2093,PR.AC-1,1,IA-1a.1,528
2094,PR.AC-1,1,IA-1a.2,529
2095,PR.AC-1,1,IA-1b.1,530
2096,PR.AC-1,1,IA-1b.2,531
2097,PR.AC-1,1,IA-2,532
2098,PR.AC-1,1,IA-2 (1),533
2099,PR.AC-1,1,IA-2 (10),534
2100,PR.AC-1,1,IA-2 (11),535
2101,PR.AC-1,1,IA-2 (12),536
2102,PR.AC-1,1,IA-2 (13),537
2103,PR.AC-1,1,IA-2 (2),538
2104,PR.AC-1,1,IA-2 (3),539
2105,PR.AC-1,1,IA-2 (4),540
2106,PR.AC-1,1,IA-2 (5),541
2107,PR.AC-1,1,IA-2 (6),542
2108,PR.AC-1,1,IA-2 (7),543
2109,PR.AC-1,1,IA-2 (8),544
2110,PR.AC-1,1,IA-2 (9),545
2111,PR.AC-1,1,IA-3,546
2112,PR.AC-1,1,IA-3 (1),547
2113,PR.AC-1,1,IA-3 (3)(a),548
2114,PR.AC-1,1,IA-3 (3)(b),549
2115,PR.AC-1,1,IA-3 (4),550
2116,PR.AC-1,1,IA-4,551
2117,PR.AC-1,1,IA-4 (1),552
2118,PR.AC-1,1,IA-4 (2),553
2119,PR.AC-1,1,IA-4 (3),554
2120,PR.AC-1,1,IA-4 (4),555
2121,PR.AC-1,1,IA-4 (5),556
2122,PR.AC-1,1,IA-4 (6),557
2123,PR.AC-1,1,IA-4 (7),558
2124,PR.AC-1,1,IA-4a,559
2125,PR.AC-1,1,IA-4b,560
2126,PR.AC-1,1,IA-4c,561
2127,PR.AC-1,1,IA-4d,562
2128,PR.AC-1,1,IA-4e,563
2129,PR.AC-1,1,IA-5,564
2130,PR.AC-1,1,IA-5 (1)(a),565
2131,PR.AC-1,1,IA-5 (1)(b),566
2132,PR.AC-1,1,IA-5 (1)(c),567
2133,PR.AC-1,1,IA-5 (1)(d),568
2134,PR.AC-1,1,IA-5 (1)(e),569
2135,PR.AC-1,1,IA-5 (1)(f),570
2136,PR.AC-1,1,IA-5 (10),571
2137,PR.AC-1,1,IA-5 (11),572
2138,PR.AC-1,1,IA-5 (12),573
2139,PR.AC-1,1,IA-5 (13),574
2140,PR.AC-1,1,IA-5 (14),575
2141,PR.AC-1,1,IA-5 (15),576
2142,PR.AC-1,1,IA-5 (2)(a),577
2143,PR.AC-1,1,IA-5 (2)(b),578
2144,PR.AC-1,1,IA-5 (2)(c),579
2145,PR.AC-1,1,IA-5 (2)(d),580
2146,PR.AC-1,1,IA-5 (3),581
2147,PR.AC-1,1,IA-5 (4),582
2148,PR.AC-1,1,IA-5 (5),583
2149,PR.AC-1,1,IA-5 (6),584
2150,PR.AC-1,1,IA-5 (7),585
2151,PR.AC-1,1,IA-5 (8),586
2152,PR.AC-1,1,IA-5 (9),587
2153,PR.AC-1,1,IA-5a,588
2154,PR.AC-1,1,IA-5b,589
2155,PR.AC-1,1,IA-5c,590
2156,PR.AC-1,1,IA-5d,591
2157,PR.AC-1,1,IA-5e,592
2158,PR.AC-1,1,IA-5f,593
2159,PR.AC-1,1,IA-5g,594
2160,PR.AC-1,1,IA-5h,595
2161,PR.AC-1,1,IA-5i,596
2162,PR.AC-1,1,IA-5j,597
2163,PR.AC-1,1,IA-6,598
2164,PR.AC-1,1,IA-7,599
2165,PR.AC-1,1,IA-8,600
2166,PR.AC-1,1,IA-8 (1),601
2167,PR.AC-1,1,IA-8 (2),602
2168,PR.AC-1,1,IA-8 (3),603
2169,PR.AC-1,1,IA-8 (4),604
2170,PR.AC-1,1,IA-8 (5),605
2171,PR.AC-1,1,IA-9,606
2172,PR.AC-1,1,IA-9 (1),607
2173,PR.AC-1,1,IA-9 (2),608
2174,PR.AC-2,2,PE-2,808
2175,PR.AC-2,2,PE-2 (1),809
2176,PR.AC-2,2,PE-2 (2),810
2177,PR.AC-2,2,PE-2 (3),811
2178,PR.AC-2,2,PE-2a,815
2179,PR.AC-2,2,PE-2b,816
2180,PR.AC-2,2,PE-2c,817
2181,PR.AC-2,2,PE-2d,818
2182,PR.AC-2,2,PE-3,819
2183,PR.AC-2,2,PE-3 (1),820
2184,PR.AC-2,2,PE-3 (2),821
2185,PR.AC-2,2,PE-3 (3),822
2186,PR.AC-2,2,PE-3 (4),823
2187,PR.AC-2,2,PE-3 (5),824
2188,PR.AC-2,2,PE-3 (6),825
2189,PR.AC-2,2,PE-3a.1,826
2190,PR.AC-2,2,PE-3a.2,827
2191,PR.AC-2,2,PE-3b,828
2192,PR.AC-2,2,PE-3c,829
2193,PR.AC-2,2,PE-3d,830
2194,PR.AC-2,2,PE-3e,831
2195,PR.AC-2,2,PE-3f,832
2196,PR.AC-2,2,PE-3g,833
2197,PR.AC-2,2,PE-4,834
2198,PR.AC-2,2,PE-5,835
2199,PR.AC-2,2,PE-5 (1)(a),836
2200,PR.AC-2,2,PE-5 (1)(b),837
2201,PR.AC-2,2,PE-5 (2)(a),838
2202,PR.AC-2,2,PE-5 (2)(b),839
2203,PR.AC-2,2,PE-5 (3),840
2204,PR.AC-2,2,PE-6,841
2205,PR.AC-2,2,PE-6 (1),842
2206,PR.AC-2,2,PE-6 (2),843
2207,PR.AC-2,2,PE-6 (3),844
2208,PR.AC-2,2,PE-6 (4),845
2209,PR.AC-2,2,PE-6a,846
2210,PR.AC-2,2,PE-6b,847
2211,PR.AC-2,2,PE-6c,848
2212,PR.AC-2,2,PE-8,849
2213,PR.AC-2,2,PE-8 (1),850
2214,PR.AC-2,2,PE-8a,851
2215,PR.AC-2,2,PE-8b,852
2216,PR.AC-3,3,AC-1,1
2217,PR.AC-3,3,AC-1.a.1,2
2218,PR.AC-3,3,AC-1.a.2,3
2219,PR.AC-3,3,AC-1.b.1,4
2220,PR.AC-3,3,AC-1.b.2,5
2221,PR.AC-3,3,AC-17,32
2222,PR.AC-3,3,AC-17 (1),33
2223,PR.AC-3,3,AC-17 (2),34
2224,PR.AC-3,3,AC-17 (3),35
2225,PR.AC-3,3,AC-17 (4)(a),36
2226,PR.AC-3,3,AC-17 (4)(b),37
2227,PR.AC-3,3,AC-17 (6),38
2228,PR.AC-3,3,AC-17 (9),39
2229,PR.AC-3,3,AC-17a,40
2230,PR.AC-3,3,AC-17b,41
2231,PR.AC-3,3,AC-19,49
2232,PR.AC-3,3,AC-19 (4)(a),50
2233,PR.AC-3,3,AC-19 (4)(b)(1),51
2234,PR.AC-3,3,AC-19 (4)(b)(2),52
2235,PR.AC-3,3,AC-19 (4)(b)(3),53
2236,PR.AC-3,3,AC-19 (4)(b)(4),54
2237,PR.AC-3,3,AC-19 (4)(c),55
2238,PR.AC-3,3,AC-19 (5),56
2239,PR.AC-3,3,AC-19a,57
2240,PR.AC-3,3,AC-19b,58
2241,PR.AC-3,3,AC-20,76
2242,PR.AC-3,3,AC-20 (1)(a),77
2243,PR.AC-3,3,AC-20 (1)(b),78
2244,PR.AC-3,3,AC-20 (2),79
2245,PR.AC-3,3,AC-20 (3),80
2246,PR.AC-3,3,AC-20 (4),81
2247,PR.AC-3,3,AC-20a,82
2248,PR.AC-3,3,AC-20b,83
2249,PR.AC-3,3,SC-15,1196
2250,PR.AC-3,3,SC-15 (1),1197
2251,PR.AC-3,3,SC-15 (3),1198
2252,PR.AC-3,3,SC-15 (4),1199
2253,PR.AC-3,3,SC-15a,1200
2254,PR.AC-3,3,SC-15b,1201
2255,PR.AC-4,4,AC-1,1
2256,PR.AC-4,4,AC-1.a.1,2
2257,PR.AC-4,4,AC-1.a.2,3
2258,PR.AC-4,4,AC-1.b.1,4
2259,PR.AC-4,4,AC-1.b.2,5
2260,PR.AC-4,4,AC-14,14
2261,PR.AC-4,4,AC-14a,15
2262,PR.AC-4,4,AC-14b,16
2263,PR.AC-4,4,AC-16,17
2264,PR.AC-4,4,AC-16 (1),18
2265,PR.AC-4,4,AC-16 (10),19
2266,PR.AC-4,4,AC-16 (2),20
2267,PR.AC-4,4,AC-16 (3),21
2268,PR.AC-4,4,AC-16 (4),22
2269,PR.AC-4,4,AC-16 (5),23
2270,PR.AC-4,4,AC-16 (6),24
2271,PR.AC-4,4,AC-16 (7),25
2272,PR.AC-4,4,AC-16 (8),26
2273,PR.AC-4,4,AC-16 (9),27
2274,PR.AC-4,4,AC-16a,28
2275,PR.AC-4,4,AC-16b,29
2276,PR.AC-4,4,AC-16c,30
2277,PR.AC-4,4,AC-16d,31
2278,PR.AC-4,4,AC-2,59
2279,PR.AC-4,4,AC-2 (1),60
2280,PR.AC-4,4,AC-2 (10),61
2281,PR.AC-4,4,AC-2 (11),62
2282,PR.AC-4,4,AC-2 (12)(a),63
2283,PR.AC-4,4,AC-2 (12)(b),64
2284,PR.AC-4,4,AC-2 (13),65
2285,PR.AC-4,4,AC-2 (2),66
2286,PR.AC-4,4,AC-2 (3),67
2287,PR.AC-4,4,AC-2 (4),68
2288,PR.AC-4,4,AC-2 (5),69
2289,PR.AC-4,4,AC-2 (6),70
2290,PR.AC-4,4,AC-2 (7)(a),71
2291,PR.AC-4,4,AC-2 (7)(b),72
2292,PR.AC-4,4,AC-2 (7)(c),73
2293,PR.AC-4,4,AC-2 (8),74
2294,PR.AC-4,4,AC-2 (9),75
2295,PR.AC-4,4,AC-24,95
2296,PR.AC-4,4,AC-24 (1),96
2297,PR.AC-4,4,AC-24 (2),97
2298,PR.AC-4,4,AC-2a,99
2299,PR.AC-4,4,AC-2b,100
2300,PR.AC-4,4,AC-2c,101
2301,PR.AC-4,4,AC-2d,102
2302,PR.AC-4,4,AC-2e,103
2303,PR.AC-4,4,AC-2f,104
2304,PR.AC-4,4,AC-2g,105
2305,PR.AC-4,4,AC-2h.1,106
2306,PR.AC-4,4,AC-2h.2,107
2307,PR.AC-4,4,AC-2h.3,108
2308,PR.AC-4,4,AC-2i.1,109
2309,PR.AC-4,4,AC-2i.2,110
2310,PR.AC-4,4,AC-2i.3,111
2311,PR.AC-4,4,AC-2j,112
2312,PR.AC-4,4,AC-2k,113
2313,PR.AC-4,4,AC-3,114
2314,PR.AC-4,4,AC-3 (10),115
2315,PR.AC-4,4,AC-3 (2),116
2316,PR.AC-4,4,AC-3 (3)(a),117
2317,PR.AC-4,4,AC-3 (3)(b)(1),118
2318,PR.AC-4,4,AC-3 (3)(b)(2),119
2319,PR.AC-4,4,AC-3 (3)(b)(3),120
2320,PR.AC-4,4,AC-3 (3)(b)(4),121
2321,PR.AC-4,4,AC-3 (3)(b)(5),122
2322,PR.AC-4,4,AC-3 (3)(c),123
2323,PR.AC-4,4,AC-3 (4)(a),124
2324,PR.AC-4,4,AC-3 (4)(b),125
2325,PR.AC-4,4,AC-3 (4)(c),126
2326,PR.AC-4,4,AC-3 (4)(d),127
2327,PR.AC-4,4,AC-3 (4)(e),128
